COUNT(*)	SUM(MLENGTH)	SUM(MBYTES)	SCOPE	TRUNC(MEOL_AT,'MM')
12	5764	700674107108	data09_muoncomm	2107-11-01 00:00:00.0
5	1418	96540522	data09_idcomm	2010-07-01 00:00:00.0
2	4	587071502	mc11_valid	2018-04-01 00:00:00.0
1	20	34202178416	mc12_8TeV	2014-04-01 00:00:00.0
10	12821	13255476664095	mc12_5TeV	2015-12-01 00:00:00.0
2	80	32158496740	mc15_900GeV	2016-09-01 00:00:00.0
4	732	43840551728	data12_cos	2014-08-01 00:00:00.0
16	2334	1648874894402	data13_2p76TeV	2016-08-01 00:00:00.0
2	2	108238750	data14_cos	2024-11-01 00:00:00.0
2	8000	360055280259	mc11_2TeV	2015-04-01 00:00:00.0
2	998	529319622900	mc12_8TeV	2014-09-01 00:00:00.0
10	55	7335683982	data09_calophys	2020-01-01 00:00:00.0
17	17	1424994839	data08_cos	2014-01-01 00:00:00.0
18	33	5246857521	data09_calophys	2011-08-01 00:00:00.0
15	37684	31257591694231	data15_hi	2017-03-01 00:00:00.0
9	9	260143108	data14_cos	2024-03-01 00:00:00.0
9	1800	343894859264	mc12_valid	2017-02-01 00:00:00.0
17	1775	20250462591	data12_8TeV	2025-03-01 00:00:00.0
13	5812	95583693931	mc12_2TeV	2016-05-01 00:00:00.0
4	786	52769466452	data09_cos	2107-10-01 00:00:00.0
9	11	88836614	data09_900GeV	2010-11-01 00:00:00.0
13	9004	163325604973	mc11_7TeV	2019-04-01 00:00:00.0
6	1856	1353841045982	data11_7TeV	2017-05-01 00:00:00.0
1	1912	633303493158	mc12_5TeV	2016-10-01 00:00:00.0
5	1044	8091964919	data11_7TeV	2013-10-01 00:00:00.0
2	5984	35054920836	data12_8TeV	2024-01-01 00:00:00.0
5	330	38406288660	data16_1beam	2016-09-01 00:00:00.0
12	51	96757121064	data15_cos	2020-11-01 00:00:00.0
7	2163	391930898157	mc11_2TeV	2014-10-01 00:00:00.0
10	6	2026828	mc15_8TeV	2019-08-01 00:00:00.0
2	2	27236407	data09_calophys	2010-09-01 00:00:00.0
11	2350	153350184696	mc12_7TeV	2016-10-01 00:00:00.0
1	334	12179347993	data10_900GeV	2025-04-01 00:00:00.0
3	0	0	mc12_valid	2112-12-01 00:00:00.0
3	3	25929327	group.proj-sit	2013-04-01 00:00:00.0
14	14	1661128	cond10_data	2012-06-01 00:00:00.0
5	627	44351468091	data15_test	2025-04-01 00:00:00.0
2	572	4083026528	data11_7TeV	2013-04-01 00:00:00.0
3	439	27028593306	data12_cos	2014-09-01 00:00:00.0
5	190	334525231423	data12_8TeV	2016-01-01 00:00:00.0
6	2762	8427208662372	data13_hip	2016-11-01 00:00:00.0
1	1152	11355993226	data15_13TeV	2015-08-01 00:00:00.0
10	152	6645169166	ddo	2009-09-01 00:00:00.0
4	8129	3284639227464	data12_8TeV	2112-08-01 00:00:00.0
2	5	248336129	data10_7TeV	2011-08-01 00:00:00.0
1	18	1291183040	data12_8TeV	2013-04-01 00:00:00.0
1	5	60122569	data13_2p76TeV	2018-11-01 00:00:00.0
2	1166	100214816307	data13_hip	2018-07-01 00:00:00.0
2	292	480814347304	data09_cvalid	2108-02-01 00:00:00.0
2	1134	250070238898	data12_8TeV	2013-10-01 00:00:00.0
4	444	15513478201	data10_900GeV	2017-10-01 00:00:00.0
2	15	786357415	data09_calocomm	2010-06-01 00:00:00.0
2	1708	2209546825	data11_hi	2025-01-01 00:00:00.0
1	114	136664407412	mc14_8TeV	2016-01-01 00:00:00.0
1	4	4535288	data08_1beammag	2009-11-01 00:00:00.0
3	9	1307281822	data10_900GeV	2025-05-01 00:00:00.0
4	69	12036526172	data12_larcomm	2110-12-01 00:00:00.0
2	628	28953385067	data10_7TeV	2017-06-01 00:00:00.0
2	2	82417	data08_1beammag	2010-11-01 00:00:00.0
1	6	58253438	data08_cos	2009-02-01 00:00:00.0
12	2807	123867934376	mc15_valid	2018-10-01 00:00:00.0
3	14	281774280	data11_7TeV	2024-09-01 00:00:00.0
5	55	79458184	data09_calophys	2108-04-01 00:00:00.0
1	50	6378809	mc15_14TeV	2015-11-01 00:00:00.0
6	60	19327328906	mc14_13TeV	2017-09-01 00:00:00.0
1	1773	678380459452	data12_8TeV	2113-12-01 00:00:00.0
1	9	856526817	mc12_2TeV	2017-06-01 00:00:00.0
2	760	453238793037	mc12_2TeV	2016-04-01 00:00:00.0
1	1971	2208328735739	mc09_7TeV	2017-02-01 00:00:00.0
3	3	645244581	sit	2013-01-01 00:00:00.0
1	489	20476296956	data11_7TeV	2025-04-01 00:00:00.0
2	67	45032323468	data11_7TeV	2015-05-01 00:00:00.0
1	1	38181798	ddo	2007-09-01 00:00:00.0
1	9	1291926738	data13_hip	2016-02-01 00:00:00.0
1	823	5874121769	data15_5TeV	2017-03-01 00:00:00.0
1	1	485850374	data10_7TeV	2012-08-01 00:00:00.0
1	1	48916402	data09_900GeV	2011-11-01 00:00:00.0
34517	3441640	3117481692401544	mc15_13TeV	2016-11-01 00:00:00.0
45806	1371103	900711430664486	mc15_13TeV	2017-08-01 00:00:00.0
96	96	41804328594	data15_5TeV	2025-09-01 00:00:00.0
289	832730	18305821755495	data12_8TeV	2018-01-01 00:00:00.0
9269	1201212	2116712318393985	mc15_13TeV	2017-04-01 00:00:00.0
919	919	19693773291	data08_cos	2018-06-01 00:00:00.0
36	41	183372808	data08_calib	2106-12-01 00:00:00.0
193	6787	4465326918	data08_cos	2008-10-01 00:00:00.0
1259	156502	62871974325010	data15_cos	2017-03-01 00:00:00.0
12	12	5291734	data08_calib	2106-11-01 00:00:00.0
5275	4057093	45741466372878	mc15_13TeV	2019-05-01 00:00:00.0
4083	203196	37224191859791	mc15_14TeV	2017-08-01 00:00:00.0
5083	566912	70051944569528	mc15_13TeV	2016-05-01 00:00:00.0
4391	5426239	60342212273685	mc15_13TeV	2018-11-01 00:00:00.0
15103	1845773	3198072423026397	mc15_13TeV	2017-02-01 00:00:00.0
7252	554663	193788363604398	data15_13TeV	2017-02-01 00:00:00.0
49421	516310	18813350463536	mc12_8TeV	2018-06-01 00:00:00.0
237	381	20292325584	data08_calib	2107-03-01 00:00:00.0
411	34787	7596891731933	data16_cos	2018-05-01 00:00:00.0
6527	2080437	1355113734158243	mc15_13TeV	2017-06-01 00:00:00.0
631	142584	83597615027615	valid1	2017-03-01 00:00:00.0
604	126260	18499343948268	data15_cos	2017-07-01 00:00:00.0
718	16173	16608116337920	data16_calib	2114-12-01 00:00:00.0
14303	560687	16368756145109	mc12_8TeV	2017-09-01 00:00:00.0
1605	310241	248088004951730	valid1	2016-08-01 00:00:00.0
700	119650	37624163427328	data15_cos	2114-03-01 00:00:00.0
80	7028	7059312283936	data15_cos	2114-05-01 00:00:00.0
6250	3320218	24700216675484	mc15_13TeV	2018-07-01 00:00:00.0
498	162525	239006376030632	data15_13TeV	2113-12-01 00:00:00.0
709	81667	19233124693282	valid3	2017-04-01 00:00:00.0
33	107840	3761579187419	mc15_5TeV	2019-04-01 00:00:00.0
533	9544	1744498031864	mc12_13TeV	2018-03-01 00:00:00.0
2016	108337	1437695655077	mc12_8TeV	2018-11-01 00:00:00.0
17	2977	147960032228	data08_idcomm	2107-03-01 00:00:00.0
383	10155	17861710633143	data15_comm	2020-04-01 00:00:00.0
144	16547	2122408284031	valid2	2016-12-01 00:00:00.0
76	2550	540115702693	data15_5TeV	2016-10-01 00:00:00.0
842	323604	8818142884038	mc15_13TeV	2018-03-01 00:00:00.0
514	8396	1630325198730	mc12_13TeV	2017-12-01 00:00:00.0
533	24922	1347983881562	data09_900GeV	2020-03-01 00:00:00.0
530	57571	6933351052037	valid2	2017-02-01 00:00:00.0
849	891856	89857037224289	data15_13TeV	2025-12-01 00:00:00.0
234	16374	4086892821144	data15_cos	2020-01-01 00:00:00.0
966	47908	60013828310520	data16_13TeV	2021-05-01 00:00:00.0
216	216	75893828336	data15_cos	2025-07-01 00:00:00.0
230	162965	18804509705777	valid1	2018-03-01 00:00:00.0
68	447	19921490730	data10_cos	2012-01-01 00:00:00.0
10	10	3347824	data10_calocomm	2014-12-01 00:00:00.0
1579	265075	367083938965860	data10_7TeV	2108-12-01 00:00:00.0
405	7417	508853796332	data10_900GeV	2020-03-01 00:00:00.0
588	3129	2149608300736	data10_calib	2108-12-01 00:00:00.0
1561	1166250	553628222182524	data12_8TeV	2111-04-01 00:00:00.0
83	4048	5872384858560	data10_cos	2108-11-01 00:00:00.0
412	1924	149492489726	data10_hi	2020-09-01 00:00:00.0
1413	384665	631550494498084	data10_hi	2109-06-01 00:00:00.0
789	3774	2656882905212	data10_calib	2109-05-01 00:00:00.0
477	186377	312460190624284	data15_hi	2017-12-01 00:00:00.0
73	14398	3106679181461	valid2	2014-12-01 00:00:00.0
4753	1873063	237469740060529	mc12_8TeV	2016-10-01 00:00:00.0
312	734	101022403167	data15_comm	2025-09-01 00:00:00.0
1329	34589	70275768373301	data12_8TeV	2017-05-01 00:00:00.0
292	253764	137292097930544	mc15_5TeV	2017-06-01 00:00:00.0
357	357	5760213342	data08_cos	2013-09-01 00:00:00.0
236	68158	50275058331886	data16_cos	2016-08-01 00:00:00.0
71	76204	3996409619950	mc12_8TeV	2019-04-01 00:00:00.0
1904	598051	361947116943284	data11_7TeV	2110-02-01 00:00:00.0
67	67	5632012400	data10_cos	2020-04-01 00:00:00.0
2009	318030	622113364663360	data09_cos	2108-01-01 00:00:00.0
661	2580	1724669145376	data09_calib	2107-11-01 00:00:00.0
153	837	574767699408	data09_calib	2108-02-01 00:00:00.0
41	41	578670557	data09_idcomm	2019-04-01 00:00:00.0
728	1950	5520134832	data09_900GeV	2014-12-01 00:00:00.0
305	56434	8937836219	data09_900GeV	2011-02-01 00:00:00.0
6	252	4666496487	data15_900GeV	2020-07-01 00:00:00.0
39	39	866114892	data10_1beam	2015-03-01 00:00:00.0
9	4594	1033268030653	data12_cvalid	2016-09-01 00:00:00.0
330	330	67897332004	data10_7TeV	2020-07-01 00:00:00.0
622	2316	1556969183216	data09_calib	2108-04-01 00:00:00.0
133	11085	6204397290492	data09_muoncomm	2108-04-01 00:00:00.0
882	93899	180531994981584	data09_calophys	2108-05-01 00:00:00.0
791	201848	62188836363069	valid1	2016-11-01 00:00:00.0
241	105361	18047920529266	mc15_valid	2017-05-01 00:00:00.0
181	28244	43724782064084	data09_calophys	2108-06-01 00:00:00.0
94	87579	180052913100847	data16_cos	2016-06-01 00:00:00.0
36	36	356834454	data10_900GeV	2015-03-01 00:00:00.0
433	45747	60187891764763	data12_8TeV	2016-05-01 00:00:00.0
36	16340	2787627162912	mc12_14TeV	2018-05-01 00:00:00.0
278	630064	23415197126100	mc15_13TeV	2018-02-01 00:00:00.0
32	39246	866239002058	mc15_8TeV	2019-07-01 00:00:00.0
331	8833	6973728726069	data15_13TeV	2020-10-01 00:00:00.0
891	15619	14117260750948	data12_calib	2111-05-01 00:00:00.0
22	16898	45530351512214	valid2	2017-04-01 00:00:00.0
4	49392	10047978032990	mc15_valid	2018-12-01 00:00:00.0
983	983	187775310675	data11_7TeV	2021-08-01 00:00:00.0
121	60500	20076435001304	data12_8TeV	2112-07-01 00:00:00.0
1968	569991	536919479983664	data11_7TeV	2109-12-01 00:00:00.0
753	7607	6652476675084	data11_calib	2110-05-01 00:00:00.0
35	1618	436748696271	mc14_8TeV	2016-05-01 00:00:00.0
7	110	428337506	data16_1beam	2021-03-01 00:00:00.0
104	103753	372660075061195	data15_hi	2018-05-01 00:00:00.0
64	5553	9961842659492	mc12_8TeV	2015-03-01 00:00:00.0
1	6441	11326396398380	data10_hi	2112-09-01 00:00:00.0
12	4602	1177780442671	mc12_13TeV	2016-10-01 00:00:00.0
50	82352	35857244074038	mc15_5TeV	2016-12-01 00:00:00.0
48	51320	44218790576	data15_5TeV	2019-02-01 00:00:00.0
190	31061	4746149542464	valid1	2017-08-01 00:00:00.0
1	2000	793598541176	mc12_14TeV	2013-12-01 00:00:00.0
347	347	38653154745	data11_cos	2020-12-01 00:00:00.0
126	2581	4294605288572	data11_7TeV	2016-03-01 00:00:00.0
1751	433052	399631547985496	data11_hi	2110-06-01 00:00:00.0
710	5026	1120055494541	data11_7TeV	2016-06-01 00:00:00.0
483	570	12510336804	data11_7TeV	2015-02-01 00:00:00.0
556	23052	162076827636	data11_7TeV	2012-09-01 00:00:00.0
1035	195334	73133877048808	data12_8TeV	2110-10-01 00:00:00.0
376	376	64589597880	data11_hi	2021-10-01 00:00:00.0
27	27	2519809666	data12_cos	2022-02-01 00:00:00.0
43	105	33695463008	data11_7TeV	2012-06-01 00:00:00.0
274	274	122940408824	data11_7TeV	2013-07-01 00:00:00.0
57	133	10526042580	data11_cos	2016-06-01 00:00:00.0
46	5720	26240374946	data11_7TeV	2022-01-01 00:00:00.0
6	1875	47882065906	data11_7TeV	2022-02-01 00:00:00.0
52	45264	2033540896191	data12_8TeV	2014-06-01 00:00:00.0
8	8	1798102768	data12_larcomm	2022-01-01 00:00:00.0
29	238	254419830796	data12_comm	2017-07-01 00:00:00.0
834	834	148642923849	data12_8TeV	2022-06-01 00:00:00.0
37	172	33627687897	data12_cos	2017-08-01 00:00:00.0
44	372	89344941197	data12_cos	2017-10-01 00:00:00.0
91	268188	17623487982879	data12_8TeV	2015-03-01 00:00:00.0
220	7818	41566381233157	data12_8TeV	2016-03-01 00:00:00.0
196	20742	1050658829443	data12_8TeV	2022-11-01 00:00:00.0
204	33405	8512584252964	data13_cos	2111-08-01 00:00:00.0
1418	377862	303514443504472	data13_hip	2111-08-01 00:00:00.0
294	791	113437089723	data13_hip	2017-12-01 00:00:00.0
31	573	2605340396262	data13_hip	2014-09-01 00:00:00.0
116	517	312283302384	data13_calib	2111-12-01 00:00:00.0
120	495	310384700660	data13_calib	2111-11-01 00:00:00.0
46	4125	8153870960	data11_2p76TeV	2018-03-01 00:00:00.0
27	2811	21627791592	data12_8TeV	2018-07-01 00:00:00.0
125	512	286773712164	data13_calib	2112-03-01 00:00:00.0
44	315	343951581455	data14_cos	2019-06-01 00:00:00.0
400	60021	101180969439872	data14_cos	2113-05-01 00:00:00.0
46	1840	439121923825	data14_cos	2019-08-01 00:00:00.0
6	7772	137026558728	data12_cvalid	2024-09-01 00:00:00.0
133	124502	5414794710462	mc12_14TeV	2017-04-01 00:00:00.0
34	33910	876268507200	mc15_8TeV	2019-06-01 00:00:00.0
63	104975	65738353023794	mc12_14TeV	2015-05-01 00:00:00.0
54	28761	8811168411948	data16_cos	2115-03-01 00:00:00.0
46	23739	14229084870006	mc12_8TeV	2015-06-01 00:00:00.0
9	22500	631354643023	mc12_7TeV	2017-09-01 00:00:00.0
92	55799	7087597307520	mc15_valid	2019-07-01 00:00:00.0
28	16280	419553303388	mc12_2TeV	2018-05-01 00:00:00.0
2	19644	7542350030004	data11_hi	2114-05-01 00:00:00.0
46	7239	163977720220	mc12_valid	2017-05-01 00:00:00.0
81	1124	6394028326398	mc16_13TeV	2017-08-01 00:00:00.0
80	80	69083836432	sit	2014-11-01 00:00:00.0
135	135	28500985851	group.proj-sit	2011-12-01 00:00:00.0
42	1358	116212975774	ddo	2011-07-01 00:00:00.0
39	585	36904886008	ddo	2010-07-01 00:00:00.0
7	511	2785355338506	mc12_14TeV	2016-03-01 00:00:00.0
113	141	58402786660	ddo	2011-04-01 00:00:00.0
4	186	4885824017	ddo	2010-02-01 00:00:00.0
28	28	23411609984	ddo	2013-11-01 00:00:00.0
56	56	88281943512	ddo	2012-01-01 00:00:00.0
70	2450	200231415300	cond11_data	2012-08-01 00:00:00.0
8	198	611343843	data12_cvalid	2020-01-01 00:00:00.0
33	22403	5505536371979	data15_cos	2015-08-01 00:00:00.0
13	17663	28866107674756	data10_hi	2016-07-01 00:00:00.0
2	21	21929752528	data09_calib	2108-11-01 00:00:00.0
45	1613	6415534506313	mc14_13TeV	2016-10-01 00:00:00.0
29	256	28588316730	data10_7TeV	2012-05-01 00:00:00.0
17	62	28111367984	data10_10TeV	2108-10-01 00:00:00.0
12	12	1051808817	data08_cos	2013-11-01 00:00:00.0
44	6627	312412956682	data11_7TeV	2025-09-01 00:00:00.0
37	740	108955928184	mc12_14TeV	2019-02-01 00:00:00.0
20	86669	33775033995680	data11_hi	2017-11-01 00:00:00.0
19	15207	2381402014459	data15_cos	2015-09-01 00:00:00.0
47	11099	5794736426212	data11_cos	2109-12-01 00:00:00.0
62	5764	19879413055025	data11_7TeV	2017-03-01 00:00:00.0
28	13216	769511862627	data11_cvalid	2021-05-01 00:00:00.0
47	6555	1243725596444	data12_comm	2110-11-01 00:00:00.0
3	26	23495128148	data12_tilecomm	2111-07-01 00:00:00.0
16	3006	13810934469054	data13_hip	2017-07-01 00:00:00.0
6	533	5146354081	data12_8TeV	2019-06-01 00:00:00.0
14	6586	18307347194548	mc12_2TeV	2017-02-01 00:00:00.0
4	400	9141956336	mc15_5TeV	2018-09-01 00:00:00.0
41	251305	133784356460690	data11_hi	2017-01-01 00:00:00.0
18	579	634330663695	data15_13TeV	2021-03-01 00:00:00.0
30	4300	865036503598	ddo	2015-06-01 00:00:00.0
42	1736	810680488534	ddo	2014-06-01 00:00:00.0
16	30	12243806042	ddo	2014-07-01 00:00:00.0
6	5502	2895881899791	data10_7TeV	2017-05-01 00:00:00.0
72	13084	632634367363	valid2	2016-05-01 00:00:00.0
1	1	16812240	data09_calocomm	2010-10-01 00:00:00.0
24	13918	1010729831121	data11_7TeV	2018-06-01 00:00:00.0
3	278	49398072254	mc11_2TeV	2014-11-01 00:00:00.0
14	15585	3676367613168	mc12_5TeV	2016-07-01 00:00:00.0
1	1823	1577300520254	data15_5TeV	2018-04-01 00:00:00.0
29	3083	628711891414	data16_comm	2016-09-01 00:00:00.0
18	49	926607556	data09_cos	2014-12-01 00:00:00.0
2	6	294121	data08_1beammag	2014-09-01 00:00:00.0
36	140	11578401088	data09_idcomm	2108-05-01 00:00:00.0
1	12	40756004204	data10_cvalid	2109-08-01 00:00:00.0
36	13698	1016575779152	data10_7TeV	2018-07-01 00:00:00.0
18	6393	9341741162404	valid3	2016-06-01 00:00:00.0
9	3480	348693728397	mc11_7TeV	2018-01-01 00:00:00.0
1	10	12565441343	mc12_13TeV	2016-09-01 00:00:00.0
6	6	56820008	data11_2p76TeV	2109-11-01 00:00:00.0
5	58	113856959671	data11_7TeV	2017-01-01 00:00:00.0
2	2	7052298	data13_hip	2017-04-01 00:00:00.0
21	9483	8949671789	data12_8TeV	2024-10-01 00:00:00.0
15	15	500314371	group.proj-sit	2011-09-01 00:00:00.0
39	39	12785409411	sit	2012-11-01 00:00:00.0
9	9861	6832381060794	mc12_8TeV	2015-02-01 00:00:00.0
11	10933	35873797158999	data10_hi	2017-05-01 00:00:00.0
8	8	527816470	data10_10TeV	2020-02-01 00:00:00.0
4	3168	167918665994	data15_cos	2018-01-01 00:00:00.0
8	18	15461985256	data15_5TeV	2026-02-01 00:00:00.0
21	68	50556373172	data10_calocomm	2109-02-01 00:00:00.0
4	4	75819012	data09_idcomm	2019-09-01 00:00:00.0
5	22273	23053839990425	data11_hi	2016-05-01 00:00:00.0
2	40	2429429940	data11_7TeV	2011-09-01 00:00:00.0
42	17045	14424528626027	data15_hi	2018-03-01 00:00:00.0
6	6	17329470	sit	2013-12-01 00:00:00.0
11	6996	412613580239	mc15_valid	2019-01-01 00:00:00.0
3	7	1879478047	data09_calophys	2010-11-01 00:00:00.0
12	160	236387492798	data15_5TeV	2017-12-01 00:00:00.0
4	4	14508552	data09_calocomm	2014-09-01 00:00:00.0
27	22667	457372785441	data12_8TeV	2023-11-01 00:00:00.0
8	904	68632638677	data13_hip	2023-10-01 00:00:00.0
7	0	0	valid2	2018-08-01 00:00:00.0
2	2	165278827	ddo	2008-11-01 00:00:00.0
21	21	11761286721	sit	2012-12-01 00:00:00.0
2	1428	3049327530728	data09_calocomm	2108-04-01 00:00:00.0
5	13963	19032477908030	mc12_14TeV	2014-09-01 00:00:00.0
6	2112	55669658138	data15_test	2017-06-01 00:00:00.0
4	994	390681180331	mc12_5TeV	2015-03-01 00:00:00.0
2	16	2049602442	data10_cos	2012-06-01 00:00:00.0
2	66	11991206	data08_1beammag	2010-10-01 00:00:00.0
3	1800	263562086871	mc11_7TeV	2018-04-01 00:00:00.0
1	9	29709907372	data13_hip	2014-01-01 00:00:00.0
4	4667	146009769136	data11_2p76TeV	2017-06-01 00:00:00.0
14	14	8180057676	ddo	2012-04-01 00:00:00.0
6	6	144135609	cond12_data	2015-03-01 00:00:00.0
21	20940	1225954136429	data16_13TeV	2017-05-01 00:00:00.0
10	187535	2406447247436	data15_13TeV	2019-06-01 00:00:00.0
2	400	18595422698	mc12_2TeV	2017-09-01 00:00:00.0
6	38868	11306457643704	mc12_5TeV	2017-01-01 00:00:00.0
5	26072	71705935226	mc12_5TeV	2016-06-01 00:00:00.0
2	2176	1175061155	data10_7TeV	2025-03-01 00:00:00.0
2	125	18449230808	data11_larcomm	2110-01-01 00:00:00.0
3	1467	147265522311	data11_7TeV	2017-06-01 00:00:00.0
4	10	35670934	data09_2TeV	2011-03-01 00:00:00.0
12	2407	4818251352536	data09_calocomm	2108-01-01 00:00:00.0
4	1259	22912794737	data08_cosmag	2010-01-01 00:00:00.0
4	92674	105116720703696	data10_hi	2016-12-01 00:00:00.0
3	374	29473768213	data11_hi	2024-02-01 00:00:00.0
5	5	473865663	data08_cos	2010-11-01 00:00:00.0
5	5000	153202509077	mc12_7TeV	2018-01-01 00:00:00.0
5	260	18312076507	data15_comm	2016-06-01 00:00:00.0
6	6	10828575622	ddo	2015-04-01 00:00:00.0
2	2	124823371	data10_idcomm	2020-06-01 00:00:00.0
1	1	23388381	data12_cos	2024-08-01 00:00:00.0
1	31	3657204767	data13_8TeV	2017-12-01 00:00:00.0
6	6	221893878	group.proj-sit	2013-01-01 00:00:00.0
2	2	1036491	data09_calocomm	2014-04-01 00:00:00.0
3	566	287930167	data09_cos	2011-02-01 00:00:00.0
1	10	16801202064	mc16_valid	2017-01-01 00:00:00.0
1	200	279005471132	mc15_8TeV	2016-09-01 00:00:00.0
1	9580	495330131666	mc11_2TeV	2015-07-01 00:00:00.0
5	331	8776299328	data12_cos	2015-10-01 00:00:00.0
2	34	58400312168	data15_hi	2114-10-01 00:00:00.0
4	3	15157010	data15_13TeV	2026-04-01 00:00:00.0
2	2	21848731	data08_cosmag	2009-12-01 00:00:00.0
4	15	78243040	data11_muoncomm	2109-11-01 00:00:00.0
1	1	2401617	data10_1beam	2011-08-01 00:00:00.0
1	1	158022139	data09_cos	2010-02-01 00:00:00.0
1	1	191149889	data10_900GeV	2024-01-01 00:00:00.0
2	399	359025562848	valid2	2016-01-01 00:00:00.0
1	197	62336094288	valid2	2015-04-01 00:00:00.0
1	12	4451748386	data08_idcomm	2010-02-01 00:00:00.0
31295	424710	24322208705377	mc12_8TeV	2018-01-01 00:00:00.0
628	62963	5427245483781	data15_13TeV	2020-05-01 00:00:00.0
132	18134	40502652429055	valid1	2016-02-01 00:00:00.0
737	737	19735171040	data08_cos	2018-05-01 00:00:00.0
2116	569734	18001373629244	mc12_8TeV	2015-11-01 00:00:00.0
324	656080	222906249318800	data16_13TeV	2019-06-01 00:00:00.0
496	496	142858447832	data15_comm	2025-05-01 00:00:00.0
2022	130510	207563517975344	data08_cos	2107-02-01 00:00:00.0
627	64100	68149197639888	data16_calib	2115-01-01 00:00:00.0
1392	2330400	15332522716326	mc15_14TeV	2019-07-01 00:00:00.0
1248	47437	60802239525955	data16_13TeV	2021-07-01 00:00:00.0
201	345	18241520910	data08_calib	2107-02-01 00:00:00.0
286	1517	1536431735739	data15_13TeV	2016-04-01 00:00:00.0
15764	3229961	435690206463109	data15_13TeV	2016-09-01 00:00:00.0
67	67	919970297	data08_calocomm	2018-06-01 00:00:00.0
9668	1694806	307755257262986	data15_13TeV	2016-08-01 00:00:00.0
668	208152	3894682047123	data16_cos	2026-01-01 00:00:00.0
375	375	9648235914	data08_cosmag	2018-07-01 00:00:00.0
302	438	81535189172	data15_comm	2025-04-01 00:00:00.0
699	2145	1354572705644	data15_calib	2114-02-01 00:00:00.0
2618	3565	825879480134	data15_cos	2025-03-01 00:00:00.0
7957	5028821	1871745653576046	data15_13TeV	2018-02-01 00:00:00.0
908	4274	3188576458552	data15_calib	2113-10-01 00:00:00.0
1232	35870	6806161836411	data15_cos	2020-03-01 00:00:00.0
4171	956445	1596145810633721	data12_8TeV	2017-08-01 00:00:00.0
2	1772	1021155200965	data10_7TeV	2017-04-01 00:00:00.0
1723	83381	166256973334	data_evind	2016-07-01 00:00:00.0
2198	2088622	3050829578035632	data16_13TeV	2115-02-01 00:00:00.0
65	21237	29843741977873	mc12_14TeV	2016-02-01 00:00:00.0
12	4800	65711604996	mc12_2TeV	2018-07-01 00:00:00.0
164	2713	1402640261718	data16_comm	2021-07-01 00:00:00.0
629	2945507	1740114804487622	mc15_14TeV	2017-03-01 00:00:00.0
2451	1187307	1725333575038396	data15_13TeV	2114-04-01 00:00:00.0
1947	30092	2074186866419	data15_cos	2025-02-01 00:00:00.0
2739	11284992	60891952363672	mc15_13TeV	2019-02-01 00:00:00.0
62	1066	144709936280	data15_cos	2114-07-01 00:00:00.0
296	103059	13644417922807	mc12_8TeV	2015-09-01 00:00:00.0
588	12448	12631059005004	data15_calib	2114-05-01 00:00:00.0
928	219472	5127688894833	data12_8TeV	2025-02-01 00:00:00.0
695	67432	34885885293	mc_evind	2015-09-01 00:00:00.0
606	136641	159187178214716	data16_13TeV	2019-07-01 00:00:00.0
2710	3292685	45774725127530	mc15_13TeV	2019-01-01 00:00:00.0
1124	246708	120414645316829	valid1	2017-05-01 00:00:00.0
110	11230	4039089160649	data16_cos	2018-06-01 00:00:00.0
423	303208	98460826303760	mc15_14TeV	2017-06-01 00:00:00.0
112	112	76287923348	data15_5TeV	2025-10-01 00:00:00.0
40	40	11300783411	data15_1beam	2025-01-01 00:00:00.0
44	15421	1299763621429	data10_7TeV	2017-10-01 00:00:00.0
157	8486	15840742430407	data15_5TeV	2020-10-01 00:00:00.0
216	34149	3929410535106	valid2	2017-10-01 00:00:00.0
34	7162	635744406452	data16_1beam	2114-10-01 00:00:00.0
793	153557	10710085561706	data15_13TeV	2025-05-01 00:00:00.0
8	26	10068049829	data09_cos	2020-01-01 00:00:00.0
38	300491	61966719040750	mc15_14TeV	2019-02-01 00:00:00.0
106	643	487583580072	data10_calib	2108-08-01 00:00:00.0
144	6114	456437823486	data09_900GeV	2020-08-01 00:00:00.0
218	21012	14065487807668	data10_900GeV	2108-12-01 00:00:00.0
123	123	600033284	data10_cos	2015-04-01 00:00:00.0
43	1219	801263415068	data10_1beam	2108-11-01 00:00:00.0
355	833654	3406381289852	mc15_5TeV	2019-06-01 00:00:00.0
482	64046	5913555740040	data15_comm	2114-06-01 00:00:00.0
281	78962	21384528991001	valid2	2016-08-01 00:00:00.0
1140	1353	103386120288	data08_calib	2107-05-01 00:00:00.0
644	644	23446675932	data08_cos	2018-08-01 00:00:00.0
58	1154	2004135765726	mc12_8TeV	2014-06-01 00:00:00.0
504	504	74559987822	data16_cos	2026-03-01 00:00:00.0
146	146	8097582384	data16_comm	2026-06-01 00:00:00.0
24	136710	50566213007243	data11_hi	2017-10-01 00:00:00.0
266	266	2288920644	data10_900GeV	2015-02-01 00:00:00.0
17	48	2439949577	data08_cosmag	2010-03-01 00:00:00.0
10	23	2313206572	data09_calocomm	2011-05-01 00:00:00.0
389	1752	1241486640160	data09_calib	2108-03-01 00:00:00.0
158	158	4871663613	data08_cos	2018-09-01 00:00:00.0
304	51795	26718888165140	data08_idcomm	2107-06-01 00:00:00.0
118	184	108141532	data09_1beam	2014-11-01 00:00:00.0
38	295	565952040	data09_2TeV	2014-11-01 00:00:00.0
