COUNT(*)	SUM(MLENGTH)	SUM(MBYTES)	SCOPE	TRUNC(MEOL_AT,'MM')
3	15	2860100032	data12_8TeV	2025-05-01 00:00:00.0
1	1	145839872	data12_hip	2022-10-01 00:00:00.0
1	1	121752510	ddo	2009-01-01 00:00:00.0
5	11175	17677808558117	data15_cos	2016-04-01 00:00:00.0
16	10396	19011378427025	mc14_13TeV	2016-08-01 00:00:00.0
2	12	39503826646	mc14_13TeV	2016-12-01 00:00:00.0
2	113	85348065	mc15_13TeV	2015-05-01 00:00:00.0
5	7	920211394	data11_7TeV	2021-12-01 00:00:00.0
1	0	0	trash	2015-06-01 00:00:00.0
3	60	1726940272	ddo	2009-11-01 00:00:00.0
3	9	1365625440	data10_7TeV	2025-05-01 00:00:00.0
7	183	40391438110	data08_idcomm	2009-02-01 00:00:00.0
1	920	50531923999	mc11_2TeV	2014-12-01 00:00:00.0
2	0	0	mc15_valid	2017-08-01 00:00:00.0
2	2	366119532	data11_1beam	2109-11-01 00:00:00.0
3	6960	827625625656	mc10_7TeV	2016-11-01 00:00:00.0
3	1030	595567702452	data15_cos	2015-10-01 00:00:00.0
2	10	3017540604	mc12_2TeV	2018-01-01 00:00:00.0
3	12	2167888396	data13_2p76TeV	2025-05-01 00:00:00.0
3	3	212581818	data12_calib	2017-10-01 00:00:00.0
3	410	36733119310	mc12_valid	2018-06-01 00:00:00.0
6	1786	4024468962152	mc12_7TeV	2015-06-01 00:00:00.0
6	789	27969120022	data13_hip	2026-05-01 00:00:00.0
6	6	400315668	group.proj-sit	2010-07-01 00:00:00.0
5	17005	11650492941476	data11_hi	2017-08-01 00:00:00.0
1	1	10797926	data08_calocomm	2018-12-01 00:00:00.0
3	31	102776752244	data11_cvalid	2109-11-01 00:00:00.0
5	19	1536750865	data11_7TeV	2014-12-01 00:00:00.0
3	71	849950159	data12_cvalid	2024-10-01 00:00:00.0
1	1	94497317	data08_calocomm	2018-05-01 00:00:00.0
1	1	60647247	data10_idcomm	2020-05-01 00:00:00.0
1	0	0	data10_cvalid	2109-03-01 00:00:00.0
1	175	329536221047	mc12_13TeV	2015-11-01 00:00:00.0
4	1701	929603664421	data12_cvalid	2016-08-01 00:00:00.0
1	1	2936570	data10_cos	2011-10-01 00:00:00.0
1	4420	3343229746	data13_2p76TeV	2018-09-01 00:00:00.0
1	2	103108651	data12_cvalid	2023-07-01 00:00:00.0
2	12	116573915343	mc16_valid	2017-07-01 00:00:00.0
2	1694	152216741084	data12_cvalid	2017-09-01 00:00:00.0
2	665	17256115664	data10_900GeV	2018-07-01 00:00:00.0
4	800	37696371698	mc11_2TeV	2017-08-01 00:00:00.0
2	2	15898139	data10_10TeV	2012-03-01 00:00:00.0
1	10	2578616184	mc12_valid	2015-10-01 00:00:00.0
1	50	6217717	mc15_14TeV	2015-10-01 00:00:00.0
1	2	1635752	mc15_valid	2015-05-01 00:00:00.0
2	2	43980	data09_1beam	2014-04-01 00:00:00.0
2	0	0	mc14_valid	2017-11-01 00:00:00.0
1	200	486711132917	mc12_2TeV	2016-02-01 00:00:00.0
1	23	11194631	mc12_valid	2016-05-01 00:00:00.0
1	244	247377176744	mc10_7TeV	2015-11-01 00:00:00.0
1	1960	685973798531	mc15_14TeV	2015-12-01 00:00:00.0
21142	4970342	2200312605686603	mc15_13TeV	2016-09-01 00:00:00.0
11386	3543672	90489147338729	mc15_13TeV	2018-05-01 00:00:00.0
30068	493775	36642695821031	mc12_8TeV	2016-06-01 00:00:00.0
400	23395	13640804420716	data08_cos	2107-01-01 00:00:00.0
92606	908007	962911610526535	data16_13TeV	2017-02-01 00:00:00.0
5302	9057024	80322529229313	mc15_13TeV	2018-09-01 00:00:00.0
26663	1989492	2426434351085531	data16_13TeV	2017-01-01 00:00:00.0
29	143	42081209156	data08_idcomm	2107-02-01 00:00:00.0
14645	1051121	16947402823802	mc15_13TeV	2019-08-01 00:00:00.0
6126	1593310	196865028703490	mc12_8TeV	2017-05-01 00:00:00.0
8732	2787930	2328860582907608	mc12_8TeV	2017-02-01 00:00:00.0
3746	651692	407305513281760	data15_cos	2113-10-01 00:00:00.0
2120	180503	337452637791252	data08_cos	2107-03-01 00:00:00.0
207	207	4706026658	data08_cosmag	2018-06-01 00:00:00.0
662	160450	67324889482480	data16_cos	2114-12-01 00:00:00.0
2237	1394473	1869874430152376	data16_13TeV	2115-03-01 00:00:00.0
10564	39076	1040196349680	data_evind	2016-11-01 00:00:00.0
2647	1831700	1044948809443660	data12_8TeV	2111-03-01 00:00:00.0
5040	774065	66177238704032	mc12_8TeV	2017-03-01 00:00:00.0
17195	207767	122168443467534	mc12_8TeV	2016-01-01 00:00:00.0
9898	2256490	70094766662423	mc15_13TeV	2018-06-01 00:00:00.0
1334	267503	207916560174640	valid1	2016-07-01 00:00:00.0
462	3126	145514455473	data15_cos	2024-12-01 00:00:00.0
27	6423	856521828510	valid3	2018-01-01 00:00:00.0
200	44677	151727053353568	data12_8TeV	2016-04-01 00:00:00.0
845	148105	61242364455346	data15_cos	2017-02-01 00:00:00.0
51	172	108696076428	data15_calib	2113-08-01 00:00:00.0
575	43332	45891447329772	data16_calib	2115-02-01 00:00:00.0
582	290669	3544423683642	mc11_7TeV	2016-07-01 00:00:00.0
5581	1920708	71746046374583	mc12_8TeV	2017-04-01 00:00:00.0
807	23929	490556217163	data16_13TeV	2026-03-01 00:00:00.0
1954	2433681	3973797926274552	data16_13TeV	2115-01-01 00:00:00.0
56	17790	3683646390013	mc15_14TeV	2019-03-01 00:00:00.0
28	3335	2995586715131	data16_comm	2016-11-01 00:00:00.0
2566	2256313	59392560590608	mc15_13TeV	2019-07-01 00:00:00.0
24	44144	501818962655	mc15_14TeV	2016-06-01 00:00:00.0
3094	1015403	18458205893699	mc15_13TeV	2019-04-01 00:00:00.0
834	834	231398985554	data16_comm	2026-02-01 00:00:00.0
1028	140749	156985846206593	valid1	2016-05-01 00:00:00.0
236	11579	11074575783632	data08_1beammag	2107-04-01 00:00:00.0
319	7073	4389853046587	mc15_5TeV	2017-08-01 00:00:00.0
161	362431	33527565271824	data10_hi	2021-01-01 00:00:00.0
51	59561	173116413376455	data10_hi	2017-07-01 00:00:00.0
728	728	70268087174	data09_900GeV	2020-01-01 00:00:00.0
702	541827	894819468106948	data15_hi	2114-07-01 00:00:00.0
147	12697	9950952999806	data15_comm	2017-04-01 00:00:00.0
668	225452	108745041504664	data16_cos	2114-09-01 00:00:00.0
561	15680	2615032457847	data15_cos	2020-07-01 00:00:00.0
296	17606	34418063489512	data16_13TeV	2019-05-01 00:00:00.0
351	599259	7005809752966	mc12_8TeV	2018-03-01 00:00:00.0
297	54381	20956549192925	mc15_13TeV	2016-02-01 00:00:00.0
1281	923027	1460570064386152	data15_hi	2114-06-01 00:00:00.0
369	1166890	400401048106791	data15_13TeV	2018-03-01 00:00:00.0
898	588380	787137566978420	data15_13TeV	2017-06-01 00:00:00.0
745	181471	50845055822041	valid1	2016-10-01 00:00:00.0
148	4649	7415200027723	mc12_8TeV	2014-07-01 00:00:00.0
68	68	63112045984	sit	2016-07-01 00:00:00.0
426	2396	1708767845708	data10_calib	2108-11-01 00:00:00.0
113	7076	3502846653248	data10_cos	2108-12-01 00:00:00.0
103	10733	379330527201	data10_7TeV	2026-05-01 00:00:00.0
503	67214	16456576061093	data15_cos	2017-06-01 00:00:00.0
118	31058	3095550985844	valid2	2018-05-01 00:00:00.0
6217	316634	527647284729204	data08_cosmag	2107-05-01 00:00:00.0
60	4979	12604117213226	valid1	2016-04-01 00:00:00.0
4365	2061239	266437481670994	mc12_8TeV	2016-09-01 00:00:00.0
14	6995	287101219155	data11_7TeV	2026-04-01 00:00:00.0
282	11634	1795101719104	data15_comm	2114-04-01 00:00:00.0
42	594	58771616084	data10_comm	2012-06-01 00:00:00.0
52	52	4986067602	data10_cos	2020-05-01 00:00:00.0
83	15892	1699777624472	data08_calocomm	2107-07-01 00:00:00.0
97	1674	30633051651	data09_cos	2011-06-01 00:00:00.0
514	5212	12715863380	data09_cos	2014-06-01 00:00:00.0
1337	64668	2608574791029	data09_cos	2019-05-01 00:00:00.0
469	469	4758460003	data09_cos	2014-04-01 00:00:00.0
33	33	705277987	data08_cos	2014-02-01 00:00:00.0
51	8838	501246107310	data08_idcomm	2010-11-01 00:00:00.0
337	1721	1188880658760	data09_calib	2107-12-01 00:00:00.0
313	1789	1507319091388	data09_calib	2108-08-01 00:00:00.0
63	1930	559674443627	data10_7TeV	2012-03-01 00:00:00.0
323	323	39936883946	data10_comm	2020-07-01 00:00:00.0
91	5221	9906854459264	data10_comm	2109-03-01 00:00:00.0
12	12	51204708	data08_calib	2107-06-01 00:00:00.0
28	825	27601568215	data08_1beammag	2018-11-01 00:00:00.0
50	3206	795658113180	data09_idcomm	2108-01-01 00:00:00.0
16	16	34710744	data08_1beammag	2013-09-01 00:00:00.0
18	18	411181371	data08_1beammag	2018-08-01 00:00:00.0
33	33	124506750	data09_idcomm	2014-07-01 00:00:00.0
15	15	484058874	data09_idcomm	2019-07-01 00:00:00.0
1	9	667944673	data09_calocomm	2011-09-01 00:00:00.0
36	36	138094493	data09_idcomm	2014-05-01 00:00:00.0
288	392	127310159268	data10_calib	2109-07-01 00:00:00.0
15	104	18845020300	data10_900GeV	2012-05-01 00:00:00.0
940	51710	2483615286302	data09_900GeV	2019-10-01 00:00:00.0
210	1670	1810078620360	data09_calib	2108-07-01 00:00:00.0
142	111490	21096976170871	data15_13TeV	2016-02-01 00:00:00.0
48	2102	38538441233	data15_1beam	2020-02-01 00:00:00.0
128	31806	13558282668944	data16_cos	2115-01-01 00:00:00.0
8998	2383268	123599894137261	data12_8TeV	2022-09-01 00:00:00.0
891	12363	4463778768618	data15_cos	2020-05-01 00:00:00.0
1958	673218	388616283991904	data12_8TeV	2110-11-01 00:00:00.0
328	18653	3592241588102	valid1	2017-09-01 00:00:00.0
32	32	37016696484	sit	2015-12-01 00:00:00.0
26	48592	2057451976145	mc12_2TeV	2016-09-01 00:00:00.0
724	11922	11517695892924	data12_calib	2111-06-01 00:00:00.0
209	16415	5075265044968	data_test	2114-03-01 00:00:00.0
222	47185	7101955433545	valid2	2017-09-01 00:00:00.0
191	9357	11023332273741	data16_cos	2016-11-01 00:00:00.0
81	2985	4556132919864	data16_13TeV	2021-03-01 00:00:00.0
16	8260	8390257890662	valid2	2017-12-01 00:00:00.0
88	1502	707280229505	data15_test	2016-10-01 00:00:00.0
30	600	1017100236088	mc12_8TeV	2013-10-01 00:00:00.0
16	19336	1903599821031	mc12_2TeV	2016-08-01 00:00:00.0
666	4298	3397513395116	data12_calib	2110-11-01 00:00:00.0
296	757	314556499880	data12_calib	2111-07-01 00:00:00.0
16	5200	115437506988	mc15_5TeV	2018-08-01 00:00:00.0
70	17443	13630980532227	data15_13TeV	2017-04-01 00:00:00.0
4	1492	1472523784	data15_test	2018-06-01 00:00:00.0
2139	55988	298142742739201	data12_8TeV	2017-06-01 00:00:00.0
28	6351	395507558644	data12_8TeV	2026-03-01 00:00:00.0
120	29900	2460952022916	data15_cos	2017-11-01 00:00:00.0
3	265	50062349780	mc12_valid	2015-11-01 00:00:00.0
54	93256	1842125281790	mc12_8TeV	2017-11-01 00:00:00.0
97	36780	7344010308612	mc15_valid	2016-11-01 00:00:00.0
262	179640	92345539098553	mc12_14TeV	2015-06-01 00:00:00.0
60	102687	49990790115576	mc11_7TeV	2015-12-01 00:00:00.0
84	2250	2452877323602	data15_hi	2020-10-01 00:00:00.0
586	31970	3115203115366	data11_7TeV	2021-02-01 00:00:00.0
544	7220	388256496626	data11_7TeV	2021-03-01 00:00:00.0
1005	225907	255642939494164	data11_7TeV	2109-10-01 00:00:00.0
79	79	21329164190	data11_2p76TeV	2021-02-01 00:00:00.0
37	37	5686163635	data11_900GeV	2021-01-01 00:00:00.0
2140	255494	24328621425592	mc11_7TeV	2016-09-01 00:00:00.0
1103	18412	136343402520	data11_7TeV	2012-08-01 00:00:00.0
32	16135	548602875276	data12_comm	2110-08-01 00:00:00.0
14	170	81116713908	data11_hip	2110-06-01 00:00:00.0
529	7562	7287421514580	data11_calib	2110-01-01 00:00:00.0
488	3532	1032116211646	data11_7TeV	2016-05-01 00:00:00.0
1079	305323	184568119236168	data11_7TeV	2110-03-01 00:00:00.0
879	2235	124943471210	data12_8TeV	2022-02-01 00:00:00.0
53	4382	1248532317836	data11_cos	2110-06-01 00:00:00.0
8	919	6358245854	data11_7TeV	2013-11-01 00:00:00.0
31	635	142351835404	data12_comm	2017-05-01 00:00:00.0
110	11587	49467607884367	data12_8TeV	2014-08-01 00:00:00.0
23	558	164224686404	data12_comm	2110-10-01 00:00:00.0
2014	265602	19041920972059	data12_8TeV	2022-08-01 00:00:00.0
27	27	2698439884	data12_comm	2022-07-01 00:00:00.0
47	391	137718567486	data12_comm	2017-08-01 00:00:00.0
33	20036	2592513269189	data12_8TeV	2015-04-01 00:00:00.0
35	484	464870851880	data13_tilecomm	2111-08-01 00:00:00.0
47	38199	114458972176	data11_2p76TeV	2018-02-01 00:00:00.0
80	1079	189067023393	data13_hip	2016-01-01 00:00:00.0
8	629	611881961041	data13_hip	2016-07-01 00:00:00.0
178	207998	71268893465537	data12_8TeV	2016-09-01 00:00:00.0
97	2755	5168211081580	data14_cos	2113-01-01 00:00:00.0
111	546	387014802500	data14_calib	2113-02-01 00:00:00.0
74	2121	141412518272	data12_8TeV	2019-09-01 00:00:00.0
154	524	262813949372	data14_calib	2113-01-01 00:00:00.0
87	8535	19647973924056	data14_comm	2113-05-01 00:00:00.0
99	434576	18751249215303	mc15_5TeV	2016-11-01 00:00:00.0
20	17375	8341910415206	mc12_14TeV	2015-10-01 00:00:00.0
116	86731	22543699397351	mc12_14TeV	2016-11-01 00:00:00.0
106	53633	2083805073882	mc11_7TeV	2015-11-01 00:00:00.0
440	21819	43249744511785	mc12_7TeV	2016-12-01 00:00:00.0
52	27742	3455333669528	data15_cos	2015-12-01 00:00:00.0
271	126002	2733015018683	mc12_13TeV	2017-03-01 00:00:00.0
168	39491	6867583873194	mc12_14TeV	2017-06-01 00:00:00.0
159	168839	96033545250287	mc12_14TeV	2015-02-01 00:00:00.0
133	39848	1216079883939	mc12_13TeV	2017-09-01 00:00:00.0
148	146416	133491552779285	data16_13TeV	2016-08-01 00:00:00.0
39	18047	1369310804884	mc12_valid	2017-10-01 00:00:00.0
75	4032	10621411124879	mc15_13TeV	2016-04-01 00:00:00.0
433	393	15899672482	data14_cos	2024-10-01 00:00:00.0
9	926562	97631373625899	valid2	2018-03-01 00:00:00.0
57	24088	12984814216603	mc12_8TeV	2014-11-01 00:00:00.0
114	5072	453985848888	data15_comm	2114-07-01 00:00:00.0
174	174	34781834940	group.proj-sit	2012-03-01 00:00:00.0
154	3976	358266596562	cond11_data	2012-03-01 00:00:00.0
48	48	24502913316	sit	2015-06-01 00:00:00.0
74	74	7058883110	sit	2015-03-01 00:00:00.0
81	81	20690979411	group.proj-sit	2012-05-01 00:00:00.0
66	66	27495460978	sit	2015-04-01 00:00:00.0
102	102	22852020228	group.proj-sit	2012-10-01 00:00:00.0
150	150	16191735702	sit	2013-03-01 00:00:00.0
57	57	13579193625	group.proj-sit	2011-05-01 00:00:00.0
1	414	3543520474	data15_hi	2017-04-01 00:00:00.0
84	84	64176799848	sit	2013-04-01 00:00:00.0
33	33	41350920237	group.proj-sit	2009-12-01 00:00:00.0
56	602	937399008	cond12_data	2013-02-01 00:00:00.0
56	56	36645140854	ddo	2016-06-01 00:00:00.0
112	2436	184679721982	cond11_data	2012-05-01 00:00:00.0
100	1985	960928313482	ddo	2010-08-01 00:00:00.0
158	1250	625766485822	ddo	2010-11-01 00:00:00.0
60	5325	816875093640	comcond	2012-05-01 00:00:00.0
336	7126	839685776244	cond10_data	2012-02-01 00:00:00.0
140	154	94166131416	ddo	2013-07-01 00:00:00.0
14	14	9994094558	ddo	2016-03-01 00:00:00.0
98	140	65725833250	ddo	2013-02-01 00:00:00.0
71	407	324503654784	ddo	2011-02-01 00:00:00.0
42	42	28702043510	ddo	2014-08-01 00:00:00.0
119	8187	989568726250	data14_cos	2019-11-01 00:00:00.0
6	10324	2291470526	mc12_2TeV	2016-06-01 00:00:00.0
50	1212	582658897113	ddo	2010-09-01 00:00:00.0
2	2	208150842	data08_calocomm	2010-11-01 00:00:00.0
208	29191	6852091145608	data15_cos	2016-05-01 00:00:00.0
21	2713	5783574833438	valid3	2016-08-01 00:00:00.0
16	13442	8631432829914	data15_cos	2016-01-01 00:00:00.0
23	4544	8672606659	data15_comm	2016-11-01 00:00:00.0
57	492	132714593184	data15_comm	2020-11-01 00:00:00.0
43	43	2060242457	data08_cosmag	2014-02-01 00:00:00.0
36	10932	1222451015112	data15_cos	2114-04-01 00:00:00.0
12	12	893350761	data09_idcomm	2019-08-01 00:00:00.0
8	1210	6821895681	data09_900GeV	2011-06-01 00:00:00.0
12	4399	177019767055	mc15_valid	2018-07-01 00:00:00.0
17	3598	52401011606	data12_8TeV	2024-12-01 00:00:00.0
12	5779	6671548732739	mc14_8TeV	2016-07-01 00:00:00.0
12	3469	6630595116076	valid3	2016-11-01 00:00:00.0
33	69	3769190435	data11_cos	2016-07-01 00:00:00.0
6	180	41864622388	data13_2p76TeV	2016-02-01 00:00:00.0
10	22811	1248188767313	data12_8TeV	2024-04-01 00:00:00.0
13	4160	394053907871	mc12_14TeV	2017-03-01 00:00:00.0
18	2032	101095036234	mc11_7TeV	2017-07-01 00:00:00.0
12	12	9016541778	group.proj-sit	2012-11-01 00:00:00.0
28	28	17457328630	ddo	2013-06-01 00:00:00.0
56	994	66301777948	ddo	2011-06-01 00:00:00.0
42	714	126017598	cond12_data	2012-11-01 00:00:00.0
42	672	452251847334	ddo	2012-02-01 00:00:00.0
11	18517	1298968601320	data15_5TeV	2016-03-01 00:00:00.0
27	147	5002132896	data16_comm	2021-06-01 00:00:00.0
28	4708	793008866052	mc12_14TeV	2018-07-01 00:00:00.0
22	22	3109085	data10_cos	2014-12-01 00:00:00.0
29	2098	1009994898006	valid3	2018-02-01 00:00:00.0
18	18	78038375	data10_cos	2015-03-01 00:00:00.0
31	31	56852006	data09_calocomm	2014-05-01 00:00:00.0
32	1913	148839345380	data15_comm	2017-12-01 00:00:00.0
10	12188	441461656947	data13_hip	2017-06-01 00:00:00.0
8	12504	22934956928734	data13_hip	2016-08-01 00:00:00.0
2	400	491819718428	mc12_14TeV	2014-10-01 00:00:00.0
12	207924	5804160763	data16_cos	2017-02-01 00:00:00.0
8	8	1156185920	data11_cos	2021-04-01 00:00:00.0
5	5862	284687054789	data12_8TeV	2022-12-01 00:00:00.0
22	820	55832057702	data15_cos	2017-12-01 00:00:00.0
24	1318	1386249615337	valid1	2015-08-01 00:00:00.0
28	28	19826732114	ddo	2013-10-01 00:00:00.0
9	2081	20589049400	mc15_valid	2015-09-01 00:00:00.0
2	150	189235743	mc15_5TeV	2016-05-01 00:00:00.0
3	59	225705173991	mc14_13TeV	2016-09-01 00:00:00.0
24	2237	229801993177	data15_5TeV	2025-12-01 00:00:00.0
26	26	2402188075	data09_cos	2019-07-01 00:00:00.0
17	10702	315889461045	mc15_valid	2018-08-01 00:00:00.0
4	40	12263806760	mc12_14TeV	2018-10-01 00:00:00.0
10	53	173841765052	data11_7TeV	2014-05-01 00:00:00.0
9	1482	426651870174	mc12_valid	2016-08-01 00:00:00.0
23	28511	980063089624	mc15_valid	2018-06-01 00:00:00.0
33	33	37503629975	ddo	2015-05-01 00:00:00.0
9	2405	3256150081	data15_test	2016-06-01 00:00:00.0
1	198	224844467388	mc12_valid	2015-12-01 00:00:00.0
6	120	24132219938	mc15_valid	2019-03-01 00:00:00.0
18	179	35500916211	data10_7TeV	2011-10-01 00:00:00.0
14	28	1150200811	data12_cvalid	2023-01-01 00:00:00.0
7	3736	15251454387	data12_8TeV	2024-08-01 00:00:00.0
12	6598	5364197191802	mc12_14TeV	2015-11-01 00:00:00.0
10	2618	2165580632871	data13_2p76TeV	2016-06-01 00:00:00.0
6	61	246868935628	mc14_13TeV	2016-01-01 00:00:00.0
8	8	1276837	data10_10TeV	2015-03-01 00:00:00.0
14	528	9076681053	data16_1beam	2021-02-01 00:00:00.0
6	420	56529068796	mc12_5TeV	2016-12-01 00:00:00.0
3	9	96690599	data15_comm	2016-02-01 00:00:00.0
2	2856	1025829459690	data15_hi	2018-02-01 00:00:00.0
8	3260	2719721489	data10_7TeV	2016-10-01 00:00:00.0
11	3913	228679708	data09_2TeV	2011-02-01 00:00:00.0
1	22	515513951	data12_hip	2016-01-01 00:00:00.0
5	20322	15594458874	mc11_7TeV	2015-07-01 00:00:00.0
1	12	3727782200	data10_cvalid	2108-11-01 00:00:00.0
3	600	264992841354	mc12_valid	2016-09-01 00:00:00.0
14	57	258394306	data08_cosmag	2018-12-01 00:00:00.0
1	15	442221478	data08_cosmag	2011-01-01 00:00:00.0
1	1	2972517	data09_1beam	2011-02-01 00:00:00.0
10	432	11193418160	ddo	2009-10-01 00:00:00.0
3	3	1583924901	sit	2013-07-01 00:00:00.0
3	425	926585120565	mc12_2TeV	2017-01-01 00:00:00.0
1	1	23936692	data08_cosmag	2010-12-01 00:00:00.0
1	5	65943423	data09_cos	2010-03-01 00:00:00.0
2	40	130267354522	mc14_8TeV	2015-11-01 00:00:00.0
2	33	62095627845	data11_7TeV	2011-06-01 00:00:00.0
1	10098	9918053466	valid3	2015-08-01 00:00:00.0
1	15	4017064804	data10_hi	2110-12-01 00:00:00.0
6	5142	12211583716130	data13_hip	2016-05-01 00:00:00.0
4	0	0	data15_13TeV	2026-07-01 00:00:00.0
2	2	4397396076	ddo	2016-10-01 00:00:00.0
6	40	1216265418	data10_900GeV	2012-03-01 00:00:00.0
2	657	3428200599149	data10_7TeV	2017-03-01 00:00:00.0
3	7968	1431031027464	mc11_2TeV	2014-09-01 00:00:00.0
2	2	66137215	data10_cos	2011-01-01 00:00:00.0
2	2	2701060	data10_1beam	2011-05-01 00:00:00.0
2	224	42422954	mc12_13TeV	2016-05-01 00:00:00.0
3	2439	44358472133	data12_8TeV	2025-04-01 00:00:00.0
1	546	1750569730	data11_7TeV	2013-12-01 00:00:00.0
2	34	60055036132	data15_5TeV	2018-01-01 00:00:00.0
2	18	418448981	mc12_valid	2016-02-01 00:00:00.0
1	2826	3130324304	mc15_14TeV	2015-09-01 00:00:00.0
1	1	11125624	data08_idcomm	2009-12-01 00:00:00.0
1	100	8221534353	mc12_valid	2018-04-01 00:00:00.0
1	988	28263861300	data15_900GeV	2015-12-01 00:00:00.0
2	984	30835265988	data13_2p76TeV	2018-06-01 00:00:00.0
5	6	457147620	data11_cos	2016-09-01 00:00:00.0
1	847	22485746034	data12_cvalid	2024-06-01 00:00:00.0
2	2	311715843	ddo	2009-04-01 00:00:00.0
3	120	2615805661	mc15_900GeV	2018-04-01 00:00:00.0
1	645	1775467369004	data10_hi	2110-10-01 00:00:00.0
2	2	19968640	data09_calophys	2010-08-01 00:00:00.0
1	3681	485535000881	data15_comm	2016-03-01 00:00:00.0
1	0	0	trash	2014-09-01 00:00:00.0
